order_id,year,month,quarter,supplier_id,supplier_type,transport_mode,product_complexity,order_qty_units,shock_event,regulatory_intensity,crit_dep_index,supplier_delay_rate,inbound_damage_rate,storage_loss_rate,process_rework_trigger_rate,distribution_delay_rate,stockout_rate,supplier_audit_score,monitoring_frequency_per_month,contingency_maturity_likert,collaboration_index,traceability_completeness,data_accuracy,inspection_coverage,unit_cost_cop,unit_cost_sd_cop,cost_var_metric,no_quality_cost_cop,scrap_rate,rework_rate,noq_metric,margin_pct,breakeven_units,on_time_delivery,cycle_time_hours,cycle_time_hours_inv,nonconformity_rate,RiskIndex,SCRM_Practices,TraceIndex,cluster
ORDR-0175,2024,1,1,2,nacional,aereo,2,285,0,0.844,0.462,0.276,0.111,0.068,0.165,0.223,0.215,100,16,4,0.646,0.667,0.599,0.281,182383,7377,0.0404,14222,0.0424,0.1287,0.0909,28.39,618,0.856,20.12,0.1872,7.42,0.6828,0.7282,0.4963,2
ORDR-0176,2024,7,3,24,internacional,terrestre,3,71,0,0.159,0.437,0.31,0.102,0.081,0.25,0.237,0.239,100,12,5,0.754,0.736,0.625,0.443,257167,35103,0.1365,15279,0.0185,0.1298,0.0665,30.03,414,0.872,26.13,0.0875,7.92,0.7975,0.7684,0.5905,2
ORDR-0177,2025,5,2,14,nacional,terrestre,1,122,0,0.925,0.246,0.311,0.122,0.082,0.204,0.248,0.273,100,17,5,0.84,0.898,0.966,0.889,100275,6722,0.067,9001,0.0264,0.1192,0.0946,31.65,1008,0.813,11.7,0.4993,8.16,0.8243,0.9059,0.9342,2
ORDR-0178,2025,4,2,14,nacional,terrestre,2,84,0,0.365,0.295,0.227,0.085,0.048,0.058,0.152,0.149,100,14,3,0.773,0.416,0.73,0.52,144880,13974,0.0965,17252,0.0422,0.0575,0.1111,22.72,972,0.766,17.54,0.2509,4.83,0.4196,0.6363,0.5466,1
ORDR-0179,2024,11,4,10,nacional,terrestre,3,103,0,0.091,0.374,0.096,0.088,0.069,0.135,0.149,0.084,100,16,4,0.819,0.896,0.674,0.872,216810,17703,0.0817,20286,0.0111,0.0913,0.1019,28.79,513,0.887,24.73,0.1064,7.42,0.4136,0.7862,0.8253,4
ORDR-0180,2024,5,2,23,nacional,aereo,1,98,0,0.056,0.416,0.218,0.098,0.06,0.216,0.223,0.224,100,5,3,0.243,0.768,0.523,0.595,107132,16556,0.1545,10929,0.0291,0.1189,0.1004,24.24,1200,0.894,18.86,0.2162,7.11,0.6594,0.2631,0.6237,2
ORDR-0181,2025,11,4,24,nacional,terrestre,2,295,0,0.477,0.297,0.329,0.119,0.071,0.177,0.197,0.226,100,6,3,0.546,0.602,0.542,0.73,143688,16248,0.1131,12572,0.0098,0.0743,0.082,24.83,897,0.855,18.81,0.2174,9.02,0.7257,0.3863,0.6246,2
ORDR-0182,2025,7,3,1,internacional,aereo,2,175,0,0.811,0.504,0.343,0.133,0.085,0.214,0.282,0.293,100,15,4,0.655,0.672,0.737,0.814,216851,31495,0.1452,22247,0.0435,0.1064,0.1097,24.12,612,0.863,19.43,0.2026,5.36,0.9029,0.7095,0.7484,2
ORDR-0183,2024,3,1,17,nacional,terrestre,2,270,0,0.624,0.322,0.335,0.093,0.072,0.237,0.248,0.237,100,15,4,0.743,0.694,0.657,0.713,154414,26178,0.1695,8683,0.0,0.1012,0.0609,27.45,755,0.794,23.9,0.1187,4.64,0.7751,0.739,0.6898,2
ORDR-0184,2025,11,4,2,internacional,terrestre,2,64,0,0.26,0.552,0.292,0.121,0.08,0.194,0.28,0.251,100,7,2,0.262,0.147,0.187,0.088,139740,25554,0.1829,13774,0.0485,0.1194,0.1088,16.01,1200,0.751,24.87,0.1044,9.92,0.8087,0.2219,0.1012,3
ORDR-0185,2024,9,3,14,nacional,aereo,2,173,0,0.065,0.259,0.094,0.043,0.037,0.101,0.09,0.165,100,8,3,0.716,0.121,0.15,0.174,163114,9531,0.0584,14010,0.0108,0.0183,0.0724,28.38,691,0.961,15.81,0.3053,6.36,0.2712,0.4868,0.112,1
ORDR-0186,2024,7,3,9,internacional,aereo,1,172,0,0.088,0.273,0.238,0.127,0.059,0.198,0.187,0.259,100,3,2,0.159,0.269,0.191,0.31,85000,14964,0.176,3668,0.0288,0.1338,0.0405,21.09,1200,0.869,16.37,0.2865,11.22,0.6945,0.1004,0.2287,3
ORDR-0187,2024,8,3,8,internacional,terrestre,1,151,0,0.059,0.261,0.078,0.089,0.026,0.217,0.202,0.195,100,17,4,0.455,0.918,0.862,0.806,115102,4517,0.0392,0,0.0033,0.0945,0.0,34.19,813,0.902,13.63,0.3939,7.21,0.4738,0.6859,0.8733,4
ORDR-0188,2025,8,3,2,internacional,terrestre,3,263,0,0.139,0.341,0.24,0.057,0.05,0.173,0.041,0.071,100,16,5,0.807,0.589,0.644,0.664,198434,13174,0.0664,4258,0.0031,0.0422,0.0221,31.56,511,0.907,29.24,0.052,3.83,0.3523,0.8731,0.6306,4
ORDR-0189,2025,7,3,8,nacional,terrestre,2,71,0,0.313,0.348,0.131,0.074,0.04,0.172,0.205,0.127,100,17,4,0.852,0.736,0.916,0.765,146128,6979,0.0478,7020,0.0073,0.0688,0.0531,34.13,642,0.951,18.92,0.2147,2.78,0.4377,0.8189,0.8141,4
ORDR-0190,2025,3,1,15,nacional,terrestre,2,238,0,0.128,0.338,0.362,0.131,0.073,0.198,0.283,0.28,100,17,5,0.706,0.953,0.912,0.946,108897,12514,0.1149,9026,0.0376,0.0486,0.0846,28.8,1020,0.838,20.98,0.1695,7.68,0.8657,0.861,0.9559,2
ORDR-0191,2025,4,2,1,internacional,terrestre,3,100,0,0.265,0.592,0.3,0.131,0.078,0.253,0.239,0.249,100,16,4,0.71,0.442,0.165,0.272,291842,67270,0.2305,36141,0.0327,0.0971,0.1129,16.78,654,0.794,30.31,0.0414,12.52,0.8362,0.7496,0.2645,3
ORDR-0192,2025,7,3,21,nacional,aereo,3,260,0,0.541,0.445,0.162,0.088,0.045,0.154,0.125,0.115,100,10,4,0.768,0.555,0.586,0.554,218139,8557,0.0392,8339,0.0062,0.0,0.0417,30.1,487,0.967,21.92,0.1517,5.31,0.4131,0.6387,0.557,1
ORDR-0193,2024,4,2,1,nacional,aereo,2,279,1,0.639,0.377,0.371,0.14,0.089,0.254,0.295,0.289,100,18,5,0.786,0.914,0.938,0.921,207326,39261,0.1894,27693,0.0493,0.1331,0.1434,19.45,793,0.761,24.54,0.1091,11.31,0.9687,0.9096,0.9421,2
ORDR-0194,2025,9,3,3,nacional,terrestre,3,94,0,0.329,0.371,0.341,0.125,0.088,0.212,0.268,0.294,100,5,3,0.318,0.325,0.534,0.478,246424,37784,0.1533,35380,0.0427,0.1319,0.1222,20.06,647,0.708,34.94,0.0033,12.45,0.8875,0.2882,0.4311,3
ORDR-0195,2024,7,3,8,nacional,terrestre,3,167,0,0.586,0.347,0.299,0.091,0.076,0.223,0.25,0.201,100,17,5,0.727,0.937,0.952,0.904,213494,2767,0.013,14686,0.0176,0.0705,0.0728,29.54,507,0.869,26.42,0.0839,5.11,0.7319,0.8681,0.9484,2
ORDR-0196,2025,6,2,20,nacional,terrestre,1,195,1,0.325,0.349,0.317,0.099,0.082,0.23,0.294,0.297,100,14,4,0.508,0.407,0.381,0.683,85000,15700,0.1847,9440,0.059,0.1217,0.1231,14.92,1200,0.742,20.12,0.1873,7.78,0.8571,0.6385,0.4838,3
ORDR-0197,2025,11,4,22,internacional,terrestre,3,269,0,0.23,0.401,0.22,0.078,0.054,0.091,0.14,0.058,100,16,4,0.723,0.081,0.372,0.371,262260,27149,0.1035,33786,0.0314,0.0721,0.1345,20.79,587,0.84,24.47,0.1101,5.09,0.3778,0.754,0.2504,1
ORDR-0198,2024,2,1,18,nacional,terrestre,2,99,0,0.425,0.413,0.273,0.064,0.07,0.167,0.204,0.215,100,9,2,0.283,0.364,0.409,0.295,148965,26279,0.1764,10586,0.0448,0.1149,0.073,22.56,952,0.769,21.66,0.1564,11.76,0.6092,0.2724,0.3315,3
ORDR-0199,2025,5,2,4,internacional,terrestre,2,192,0,0.208,0.381,0.325,0.114,0.058,0.184,0.269,0.301,100,16,5,0.663,0.741,0.69,0.588,179048,23112,0.1291,10550,0.0213,0.0965,0.0495,25.55,700,0.806,22.89,0.1347,10.67,0.786,0.8249,0.6699,2
ORDR-0200,2025,12,4,17,nacional,maritimo,3,204,0,0.341,0.332,0.103,0.022,0.056,0.133,0.084,0.037,100,16,3,0.816,0.934,0.896,0.89,241423,3494,0.0145,0,0.002,0.0025,0.0,35.64,372,0.906,21.5,0.1594,0.0,0.2256,0.6941,0.9225,4
ORDR-0201,2024,9,3,6,nacional,terrestre,1,151,0,0.111,0.243,0.257,0.057,0.074,0.093,0.195,0.084,100,16,4,0.667,0.852,0.481,0.893,85000,5659,0.0666,0,0.0158,0.0763,0.0,35.56,1059,0.952,12.13,0.4731,2.59,0.4616,0.7352,0.751,4
ORDR-0202,2025,9,3,21,nacional,maritimo,2,211,0,0.249,0.441,0.204,0.089,0.071,0.12,0.172,0.216,100,15,4,0.917,0.478,0.889,0.617,159391,9883,0.062,0,0.0159,0.0818,0.0,32.42,619,0.829,21.47,0.16,1.89,0.5595,0.7973,0.66,2
ORDR-0203,2025,8,3,20,nacional,terrestre,2,213,1,0.257,0.398,0.264,0.089,0.072,0.225,0.221,0.301,100,11,3,0.424,0.867,0.815,0.811,124939,30216,0.2418,12734,0.0141,0.0811,0.1181,19.83,1200,0.794,23.21,0.1295,7.01,0.7482,0.4541,0.8413,2
ORDR-0204,2025,8,3,14,nacional,terrestre,1,72,0,0.353,0.392,0.147,0.057,0.034,0.126,0.13,0.122,100,5,2,0.803,0.183,0.162,0.254,85000,8753,0.103,2017,0.0127,0.033,0.0212,32.12,1172,0.915,11.12,0.5381,7.12,0.3269,0.3597,0.1678,1
ORDR-0205,2025,6,2,11,nacional,terrestre,2,131,0,0.789,0.464,0.218,0.056,0.03,0.153,0.092,0.134,100,15,4,0.774,0.742,0.775,0.879,197142,4873,0.0247,6391,0.0083,0.0,0.0381,30.48,533,0.916,17.4,0.255,0.0,0.3549,0.7493,0.8104,4
ORDR-0206,2025,8,3,24,nacional,terrestre,3,81,0,0.44,0.384,0.17,0.069,0.055,0.198,0.262,0.226,100,18,5,0.978,0.952,0.937,0.95,243542,19965,0.082,0,0.0081,0.0205,0.0,37.44,351,0.876,23.53,0.1244,0.0,0.5975,0.9739,0.9658,4
ORDR-0207,2024,7,3,6,nacional,terrestre,2,217,0,0.306,0.474,0.357,0.114,0.091,0.251,0.247,0.302,100,14,4,0.368,0.675,0.749,0.343,153180,28333,0.185,20423,0.0509,0.1508,0.1238,25.58,817,0.735,23.04,0.1323,13.06,0.9052,0.5916,0.5748,2
ORDR-0208,2025,10,4,7,nacional,terrestre,3,22,0,0.684,0.619,0.245,0.046,0.045,0.105,0.187,0.206,100,18,5,0.906,0.779,0.714,0.696,271987,13878,0.051,1163,0.0126,0.0772,0.0039,36.47,323,0.833,22.9,0.1346,0.3,0.4577,0.9498,0.7323,4
ORDR-0209,2024,2,1,2,nacional,terrestre,3,38,0,0.142,0.604,0.105,0.045,0.054,0.174,0.153,0.084,100,15,4,0.937,0.871,0.911,0.678,244200,22939,0.0939,4070,0.0023,0.0484,0.0159,29.47,445,0.949,27.39,0.0722,0.0,0.3556,0.804,0.8256,4
ORDR-0210,2025,3,1,20,internacional,terrestre,2,243,0,0.221,0.651,0.218,0.102,0.079,0.12,0.168,0.255,100,17,4,0.925,0.915,0.757,0.334,113040,14321,0.1267,10185,0.0198,0.1223,0.0793,24.62,1150,0.887,18.08,0.2362,2.87,0.6234,0.8434,0.6565,2
ORDR-0211,2025,10,4,4,nacional,terrestre,2,23,0,0.382,0.569,0.274,0.066,0.05,0.15,0.158,0.184,100,16,4,0.939,0.893,0.92,0.886,169695,17522,0.1033,9642,0.01,0.0501,0.0483,33.42,564,0.814,12.47,0.4534,0.0,0.51,0.8264,0.9153,4
ORDR-0212,2024,10,4,19,nacional,terrestre,2,104,0,0.535,0.588,0.241,0.103,0.063,0.157,0.129,0.157,100,16,4,0.843,0.849,0.915,0.761,201445,4275,0.0212,2879,0.0104,0.0928,0.0125,37.73,421,0.879,18.6,0.2228,1.91,0.5426,0.7942,0.851,4
ORDR-0213,2024,6,2,5,nacional,terrestre,2,257,0,0.138,0.443,0.338,0.121,0.07,0.186,0.257,0.243,100,13,4,0.625,0.376,0.321,0.435,143553,23457,0.1634,18084,0.048,0.1116,0.1054,23.04,968,0.811,26.33,0.0849,12.6,0.7856,0.6559,0.3581,3
ORDR-0214,2024,1,1,24,nacional,terrestre,2,63,0,0.197,0.445,0.245,0.12,0.076,0.218,0.173,0.238,100,15,4,0.654,0.507,0.413,0.8,157118,23333,0.1485,19318,0.04,0.1013,0.1035,25.51,798,0.806,21.76,0.1545,7.07,0.7162,0.7091,0.5737,2
ORDR-0215,2025,7,3,11,nacional,terrestre,3,228,0,0.453,0.64,0.2,0.046,0.073,0.161,0.139,0.154,100,16,4,0.89,0.469,0.729,0.597,220500,23595,0.107,20074,0.0234,0.0867,0.0999,24.26,598,0.869,20.41,0.1811,2.42,0.4707,0.8099,0.5936,1
ORDR-0216,2025,4,2,20,nacional,terrestre,3,265,0,0.174,0.505,0.076,0.083,0.047,0.163,0.114,0.09,100,14,5,0.908,0.7,0.328,0.718,256674,30996,0.1208,22847,0.0258,0.0768,0.0752,21.4,583,0.896,26.67,0.0807,4.76,0.3509,0.8635,0.5791,1
ORDR-0217,2025,5,2,3,internacional,aereo,3,146,0,0.317,0.353,0.21,0.098,0.087,0.076,0.214,0.139,100,16,4,0.834,0.552,0.406,0.631,224200,6923,0.0309,24502,0.0175,0.0768,0.0929,27.54,518,0.854,26.74,0.0799,3.04,0.5573,0.7912,0.5225,1
ORDR-0218,2025,8,3,23,nacional,aereo,1,56,0,0.741,0.337,0.112,0.05,0.024,0.093,0.079,0.125,100,6,3,0.414,0.292,0.656,0.73,112926,8872,0.0786,635,0.0051,0.0172,0.0064,31.98,886,0.841,7.0,1.0,4.0,0.2252,0.3421,0.558,1
ORDR-0219,2025,4,2,20,nacional,terrestre,3,199,0,0.078,0.612,0.306,0.101,0.082,0.216,0.254,0.282,100,15,4,0.344,0.758,0.674,0.775,218537,30563,0.1399,20486,0.0367,0.1195,0.0961,24.34,602,0.746,29.23,0.0521,8.34,0.8101,0.6053,0.7412,2
ORDR-0220,2024,8,3,23,nacional,terrestre,1,161,0,0.227,0.292,0.263,0.057,0.043,0.151,0.233,0.214,100,6,2,0.223,0.471,0.323,0.515,85000,12133,0.1427,4453,0.0305,0.0358,0.0494,24.07,1200,0.901,11.48,0.5139,8.63,0.5437,0.1871,0.4218,1
ORDR-0221,2024,12,4,22,nacional,terrestre,2,43,0,0.885,0.592,0.365,0.138,0.083,0.152,0.289,0.29,100,13,5,0.855,0.419,0.706,0.618,263046,46414,0.1764,33185,0.0556,0.1378,0.14,23.16,525,0.77,26.77,0.0795,7.69,0.8763,0.824,0.5764,2
ORDR-0222,2025,11,4,3,internacional,terrestre,2,249,0,0.305,0.506,0.298,0.088,0.051,0.119,0.131,0.256,100,8,3,0.244,0.309,0.295,0.324,196444,28272,0.1439,26463,0.0414,0.092,0.1233,20.16,808,0.801,19.68,0.1969,9.31,0.5612,0.3286,0.2839,3
ORDR-0223,2024,4,2,16,nacional,terrestre,2,231,1,0.492,0.421,0.375,0.138,0.092,0.259,0.287,0.305,100,11,2,0.024,0.089,0.17,0.094,159779,53333,0.3338,29030,0.0742,0.1624,0.1878,5.89,1200,0.643,29.7,0.0473,17.99,0.9826,0.2291,0.0776,3
ORDR-0224,2024,6,2,12,nacional,terrestre,2,37,0,0.851,0.442,0.16,0.08,0.039,0.141,0.227,0.252,100,17,4,0.837,0.726,0.925,0.87,203836,2038,0.01,6640,0.0,0.0634,0.0295,35.09,447,0.846,17.0,0.2668,5.09,0.5285,0.8139,0.8537,4
ORDR-0225,2025,11,4,5,nacional,terrestre,2,293,0,0.13,0.568,0.06,0.023,0.01,0.079,0.063,0.045,100,6,3,0.131,0.629,0.586,0.572,121558,6679,0.0549,2658,0.0,0.0202,0.0234,31.12,846,0.966,17.85,0.2424,1.29,0.0621,0.2473,0.5892,1
ORDR-0226,2024,4,2,11,internacional,aereo,1,33,0,0.104,0.287,0.308,0.053,0.06,0.194,0.234,0.15,100,15,3,0.736,0.921,0.894,0.943,113111,10955,0.0969,7458,0.0195,0.0667,0.0662,25.49,1110,0.8,12.11,0.4744,0.0,0.5875,0.6456,0.9375,4
ORDR-0227,2025,4,2,11,internacional,aereo,2,26,1,0.124,0.386,0.131,0.094,0.043,0.245,0.145,0.157,100,10,4,0.424,0.575,0.669,0.449,170844,26368,0.1543,17851,0.0093,0.1089,0.0953,19.38,966,0.761,23.86,0.1193,10.83,0.5033,0.5234,0.5529,1
ORDR-0228,2025,7,3,14,nacional,terrestre,1,84,0,0.282,0.201,0.071,0.068,0.015,0.152,0.19,0.182,100,13,4,0.789,0.484,0.517,0.742,85000,6503,0.0765,0,0.0181,0.0,0.0,32.46,1160,0.967,8.84,0.7407,7.4,0.3569,0.7109,0.58,1
ORDR-0229,2025,3,1,18,internacional,terrestre,3,88,0,0.065,0.611,0.156,0.043,0.046,0.178,0.102,0.078,100,15,4,0.492,0.813,0.917,0.813,261819,18992,0.0725,12462,0.0,0.0073,0.0435,36.08,339,0.946,23.18,0.13,0.0,0.3283,0.6549,0.8591,4
ORDR-0230,2024,7,3,2,nacional,terrestre,2,122,0,0.06,0.455,0.278,0.076,0.04,0.185,0.274,0.215,100,14,4,0.233,0.764,0.916,0.728,139625,9396,0.0673,4833,0.041,0.077,0.0333,34.03,673,0.891,18.42,0.2273,7.18,0.6215,0.5463,0.8097,2
ORDR-0231,2025,4,2,20,internacional,aereo,2,140,0,0.282,0.425,0.257,0.136,0.087,0.232,0.28,0.258,100,9,4,0.769,0.174,0.176,0.427,151929,24746,0.1629,19276,0.0564,0.1445,0.107,23.61,892,0.769,22.99,0.1331,8.34,0.8576,0.6173,0.2353,3
ORDR-0232,2024,11,4,20,nacional,terrestre,1,164,0,0.087,0.385,0.264,0.082,0.042,0.191,0.079,0.193,100,13,3,0.816,0.637,0.853,0.729,92069,8672,0.0942,3110,0.0236,0.0546,0.0305,28.85,1200,0.829,7.71,0.8848,3.94,0.4945,0.6289,0.7446,4
ORDR-0233,2025,10,4,5,nacional,terrestre,3,282,0,0.447,0.562,0.257,0.11,0.059,0.243,0.21,0.199,100,11,3,0.32,0.786,0.812,0.888,232369,14976,0.0644,18918,0.0112,0.0879,0.0711,28.14,489,0.766,27.58,0.0699,10.92,0.6886,0.4193,0.8417,2
ORDR-0234,2025,8,3,23,nacional,terrestre,1,231,0,0.151,0.424,0.334,0.123,0.067,0.176,0.185,0.283,100,13,4,0.737,0.928,0.826,0.726,85000,12891,0.1517,8516,0.0378,0.0779,0.1002,26.72,1200,0.856,17.49,0.2524,9.53,0.7525,0.6935,0.8338,2
ORDR-0235,2024,10,4,5,internacional,terrestre,3,154,0,0.291,0.337,0.154,0.08,0.063,0.177,0.138,0.182,100,5,3,0.119,0.586,0.382,0.439,258432,29379,0.1137,12030,0.024,0.1051,0.046,27.38,452,0.757,27.38,0.0723,3.67,0.5018,0.2215,0.4529,1
ORDR-0236,2025,1,1,17,nacional,terrestre,2,55,0,0.325,0.39,0.292,0.077,0.074,0.175,0.191,0.16,100,8,4,0.387,0.089,0.038,0.157,122879,17067,0.1389,17975,0.0125,0.1001,0.1318,18.66,1200,0.713,24.45,0.1104,10.29,0.6086,0.4675,0.0556,3
ORDR-0237,2025,1,1,6,nacional,maritimo,2,190,1,0.319,0.365,0.263,0.13,0.09,0.214,0.27,0.227,100,15,4,0.654,0.683,0.837,0.561,189222,26464,0.1399,20291,0.0444,0.1392,0.1112,21.28,795,0.663,25.75,0.0925,12.89,0.8206,0.7091,0.691,2
ORDR-0238,2025,5,2,10,internacional,terrestre,1,180,0,0.362,0.374,0.322,0.114,0.083,0.208,0.227,0.293,100,16,4,0.387,0.779,0.911,0.725,115943,12829,0.1106,8534,0.048,0.0904,0.0639,31.17,885,0.851,12.33,0.461,7.26,0.8227,0.6414,0.8119,2
ORDR-0239,2025,10,4,21,nacional,terrestre,1,130,0,0.155,0.361,0.167,0.065,0.043,0.148,0.086,0.208,100,14,4,0.734,0.906,0.888,0.843,85000,8883,0.1045,5802,0.0039,0.0007,0.0719,27.92,1200,0.895,10.34,0.5972,0.0,0.4081,0.7142,0.8923,4
ORDR-0240,2025,3,1,14,internacional,terrestre,2,162,0,0.942,0.336,0.254,0.07,0.043,0.173,0.233,0.176,100,18,4,0.975,0.559,0.858,0.726,218188,17083,0.0783,25907,0.037,0.111,0.1089,28.43,516,0.858,20.21,0.1853,6.19,0.549,0.8819,0.7184,4
ORDR-0241,2025,5,2,7,nacional,maritimo,2,38,0,0.437,0.366,0.255,0.034,0.049,0.077,0.119,0.154,100,7,4,0.525,0.325,0.561,0.623,220143,10306,0.0468,6291,0.0114,0.0463,0.0254,32.87,442,0.999,17.94,0.2399,2.22,0.3598,0.492,0.4956,1
ORDR-0242,2025,5,2,5,nacional,terrestre,1,72,0,0.128,0.204,0.324,0.125,0.07,0.164,0.254,0.303,100,15,4,0.712,0.647,0.51,0.738,85000,11963,0.1407,5386,0.0434,0.1222,0.061,24.95,1200,0.862,17.87,0.2417,7.81,0.8043,0.7286,0.6319,2
ORDR-0243,2024,5,2,18,nacional,terrestre,3,244,0,0.848,0.584,0.301,0.13,0.083,0.198,0.196,0.27,100,7,3,0.287,0.126,0.246,0.321,211541,39687,0.1876,25447,0.061,0.125,0.1382,13.67,1107,0.84,27.55,0.0703,13.46,0.7938,0.3213,0.203,3
ORDR-0244,2025,7,3,23,nacional,terrestre,1,289,0,0.164,0.357,0.189,0.039,0.02,0.066,0.209,0.192,100,15,3,0.92,0.863,0.915,0.853,85000,1000,0.01,298,0.0154,0.0284,0.0038,38.0,991,0.879,8.89,0.7349,0.0,0.3449,0.7073,0.8907,4
ORDR-0245,2024,3,1,22,nacional,terrestre,2,130,0,0.324,0.302,0.289,0.044,0.046,0.209,0.12,0.077,100,13,5,0.772,0.955,0.833,0.741,143492,5261,0.0367,7123,0.0038,0.0,0.0584,33.16,673,0.933,16.55,0.2808,0.0,0.4288,0.7962,0.8512,4
ORDR-0246,2024,8,3,3,nacional,terrestre,2,153,0,0.748,0.362,0.356,0.094,0.075,0.246,0.281,0.277,100,13,5,0.506,0.875,0.764,0.886,163162,12861,0.0788,14876,0.0347,0.067,0.0783,30.23,649,0.75,22.16,0.1473,5.88,0.8453,0.7071,0.8548,2
ORDR-0247,2025,3,1,23,nacional,terrestre,2,45,0,0.14,0.428,0.29,0.109,0.046,0.217,0.23,0.263,100,4,4,0.161,0.628,0.34,0.758,154304,22263,0.1443,7674,0.0513,0.1163,0.0491,27.87,744,0.766,19.65,0.1977,8.63,0.7106,0.3049,0.5738,2
ORDR-0248,2024,10,4,19,nacional,terrestre,3,173,0,0.191,0.341,0.28,0.104,0.069,0.214,0.187,0.189,100,8,4,0.556,0.884,0.886,0.87,216788,12670,0.0584,18081,0.0191,0.0825,0.07,28.97,510,0.742,26.82,0.0788,9.53,0.6722,0.5241,0.8943,2
ORDR-0249,2025,7,3,18,internacional,terrestre,1,207,0,0.195,0.365,0.309,0.102,0.084,0.2,0.119,0.261,100,11,4,0.183,0.289,0.316,0.38,127735,12696,0.0994,7023,0.0484,0.0869,0.0473,26.69,938,0.784,17.81,0.2433,12.21,0.7079,0.4644,0.3057,3
ORDR-0250,2024,7,3,13,internacional,aereo,3,228,0,0.608,0.474,0.319,0.128,0.089,0.136,0.193,0.282,100,16,4,0.834,0.694,0.845,0.812,268194,25906,0.0966,20209,0.0439,0.1213,0.071,30.62,390,0.705,26.5,0.0828,2.49,0.7754,0.7912,0.7928,2
ORDR-0251,2025,10,4,15,nacional,aereo,3,222,0,0.603,0.352,0.171,0.088,0.063,0.192,0.238,0.261,100,15,4,0.529,0.799,0.896,0.92,262642,12468,0.0475,15360,0.0211,0.0978,0.0569,34.89,349,0.917,27.02,0.0765,0.0,0.644,0.6672,0.8876,2
ORDR-0252,2025,6,2,16,nacional,aereo,1,285,0,0.396,0.519,0.115,0.043,0.033,0.066,0.154,0.056,100,14,4,0.645,0.818,0.837,0.791,90400,1000,0.01,0,0.0,0.0,0.0,35.89,986,0.968,7.0,1.0,0.0,0.2218,0.6844,0.8246,4
ORDR-0253,2025,3,1,9,internacional,terrestre,3,259,0,0.052,0.338,0.352,0.136,0.087,0.242,0.282,0.289,100,2,2,0.029,0.018,0.077,0.039,212857,41954,0.1971,28319,0.0714,0.1648,0.1471,10.95,1200,0.703,30.29,0.0417,13.43,0.9328,0.0351,0.0,3
ORDR-0254,2024,2,1,9,nacional,terrestre,2,218,0,0.991,0.393,0.289,0.113,0.084,0.231,0.263,0.154,100,9,3,0.393,0.289,0.458,0.762,167312,9992,0.0597,6574,0.0575,0.1068,0.0396,29.49,649,0.728,22.12,0.1481,7.97,0.7592,0.4003,0.5002,2
ORDR-0255,2025,12,4,24,internacional,terrestre,1,228,0,0.817,0.387,0.137,0.066,0.043,0.086,0.11,0.276,100,18,4,0.473,0.513,0.793,0.725,85000,4378,0.0515,3765,0.0252,0.0484,0.0509,31.83,1183,0.832,9.64,0.6591,7.34,0.4089,0.7137,0.6796,4
ORDR-0256,2024,10,4,8,internacional,maritimo,2,50,0,0.688,0.384,0.368,0.084,0.086,0.24,0.274,0.288,100,11,3,0.171,0.078,0.064,0.16,218498,45580,0.2086,32385,0.058,0.1316,0.1317,18.36,798,0.722,26.77,0.0796,16.39,0.8589,0.3693,0.062,3
ORDR-0257,2025,6,2,4,nacional,terrestre,1,45,0,0.207,0.356,0.188,0.068,0.041,0.098,0.044,0.16,100,17,5,0.963,0.898,0.862,0.812,85000,1000,0.01,1022,0.0,0.0289,0.0102,37.55,1003,0.93,10.38,0.5944,2.46,0.3277,0.9471,0.8687,4
ORDR-0258,2024,5,2,23,nacional,terrestre,1,159,0,0.385,0.29,0.077,0.036,0.02,0.114,0.11,0.069,100,5,2,0.419,0.43,0.183,0.403,85000,2414,0.0284,0,0.0,0.0544,0.0,32.34,1164,0.915,12.78,0.4362,0.99,0.1788,0.231,0.3164,1
ORDR-0259,2024,9,3,15,nacional,aereo,1,71,0,0.352,0.194,0.167,0.125,0.045,0.104,0.221,0.226,100,7,2,0.593,0.673,0.382,0.64,137215,9358,0.0682,14231,0.0275,0.074,0.0885,26.5,880,0.804,11.4,0.5192,0.49,0.5622,0.3328,0.5591,1
ORDR-0260,2024,9,3,21,internacional,terrestre,2,54,0,0.445,0.527,0.073,0.039,0.017,0.035,0.063,0.141,100,13,4,0.942,0.996,0.98,0.961,208023,2080,0.01,0,0.0,0.003,0.0,38.0,405,1.0,15.38,0.321,0.0,0.135,0.7622,1.0,4
ORDR-0261,2024,8,3,16,nacional,terrestre,3,271,0,0.278,0.43,0.277,0.118,0.082,0.145,0.224,0.261,100,13,3,0.242,0.626,0.706,0.677,197975,12630,0.0638,5039,0.0263,0.1247,0.0232,32.52,497,0.806,33.09,0.0173,7.35,0.7382,0.4366,0.6698,2
ORDR-0262,2025,7,3,23,nacional,terrestre,1,257,0,0.284,0.456,0.159,0.023,0.027,0.053,0.041,0.045,100,16,2,0.718,0.714,0.864,0.668,100642,5817,0.0578,0,0.0,0.0,0.0,35.71,890,0.995,8.57,0.7722,0.0,0.1161,0.5703,0.7516,4
